CHORD_ROOT,CHORD_TYPE,FINGER_POSITIONS,CHORD_STRUCTURE,DIFFICULTY
C,m11,"x,x,1,3,1,1",1;b3;5;b7;9;11,advanced
C,add9,"x,2,1,0,3,4",1;3;5;9,intermediate
C,add9,"x,2,1,0,3,0",1;3;5;9,intermediate
C,add9,"x,x,3,2,1,4",1;3;5;9,intermediate
C,add9,"x,1,0,0,2,0",1;3;5;9,intermediate
C,add9,"x,3,0,0,1,0",1;3;5;9,intermediate
C,m7b5,"x,1,3,2,4,x",1;b3;b5;b7,advanced
C,m7b5,"2,x,3,4,1,x",1;b3;b5;b7,advanced
C,m7b5,"1,2,1,1,x,x",1;b3;b5;b7,advanced
C,m7b5,"x,x,1,2,2,2",1;b3;b5;b7,advanced
C,m7b5,"x,2,x,3,4,1",1;b3;b5;b7,advanced
C,m13,"2,x,3,3,4,x",1;b3;5;b7;9;11;13,advanced
C,m13,"x,x,1,2,2,4",1;b3;5;b7;9;11;13,advanced
C,m,"x,4,1,0,2,x",1;b3;5,intermediate
C,m,"x,1,3,4,2,1",1;b3;5,intermediate
C,m,"1,3,4,1,1,1",1;b3;5,intermediate
C,m,"x,1,3,4,2,x",1;b3;5,intermediate
C,m,"x,x,3,4,2,1",1;b3;5,intermediate
C,m,"x,x,x,3,2,1",1;b3;5,beginner
C,m,"x,1,x,0,2,x",1;b3;5,beginner
C,m,"x,1,x,3,2,1",1;b3;5,intermediate
C,m,"4,2,1,1,x,x",1;b3;5,intermediate
C,m,"x,x,1,3,4,2",1;b3;5,intermediate
C,m,"x,4,2,1,3,x",1;b3;5,intermediate
C,m,"x,x,x,1,1,1",1;b3;5,beginner
C,m,"x,x,3,1,1,1",1;b3;5,intermediate
C,m,"x,x,3,1,1,x",1;b3;5,beginner
C,m,"x,3,4,1,x,x",1;b3;5,beginner
C,m,"2,1,1,x,x,x",1;b3;5,beginner
C,m,"x,x,3,4,2,x",1;b3;5,beginner
C,m,"x,2,1,1,x,x",1;b3;5,beginner
C,m,"4,2,1,x,x,x",1;b3;5,beginner
C,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
C,7b5,"x,x,2,4,1,3",1;3;b5;b7,advanced
C,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
C,m7,"x,3,1,4,1,x",1;b3;5;b7,advanced
C,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
C,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
C,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
C,m7,"x,1,x,2,3,x",1;b3;5;b7,intermediate
C,m7,"1,3,1,1,1,1",1;b3;5;b7,advanced
C,m7,"2,x,x,3,4,1",1;b3;5;b7,advanced
C,m7,"x,x,1,3,2,2",1;b3;5;b7,advanced
C,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
C,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
C,m(maj7),"1,x,4,2,3,x",1;b3;5;7,advanced
C,m(maj7),"x,1,3,2,2,x",1;b3;5;7,advanced
C,m(maj7),"x,1,4,2,3,1",1;b3;5;7,advanced
C,dim,"x,1,2,3,4,x",1;b3;b5,intermediate
C,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
C,dim,"1,2,4,3,x,x",1;b3;b5,intermediate
C,6,"x,4,2,3,1,0",1;3;5;6,intermediate
C,6,"x,1,3,3,3,3",1;3;5;6,intermediate
C,6,"1,x,3,2,4,1",1;3;5;6,intermediate
C,6,"2,x,1,4,3,x",1;3;5;6,intermediate
C,6,"x,x,3,2,4,1",1;3;5;6,intermediate
C,6,"x,x,x,1,1,1",1;3;5;6,beginner
C,6,"2,x,1,4,x,x",1;3;5;6,beginner
C,6,"x,4,2,3,1,x",1;3;5;6,intermediate
C,6,"x,2,1,1,x,x",1;3;5;6,beginner
C,6,"x,x,1,1,1,1",1;3;5;6,intermediate
C,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
C,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
C,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
C,7(#5),"1,x,2,3,4,x",1;3;#5;b7,advanced
C,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
C,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
C,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
C,maj7,"x,3,2,0,0,0",1;3;5;7,advanced
C,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
C,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
C,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
C,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
C,maj7,"3,4,2,0,0,0",1;3;5;7,advanced
C,maj7,"1,3,4,2,0,0",1;3;5;7,advanced
C,maj7,"x,1,3,4,0,0",1;3;5;7,advanced
C,maj7,"1,x,3,4,x,x",1;3;5;7,intermediate
C,maj7,"x,2,1,0,0,3",1;3;5;7,advanced
C,maj7,"x,2,4,0,0,0",1;3;5;7,advanced
C,maj7,"x,x,1,1,1,3",1;3;5;7,advanced
C,maj7,"x,x,2,3,1,1",1;3;5;7,advanced
C,maj7,"x,x,1,3,3,3",1;3;5;7,advanced
C,maj7,"x,1,3,2,4,0",1;3;5;7,advanced
C,maj7,"x,x,2,4,1,3",1;3;5;7,advanced
C,maj7,"2,x,1,3,4,x",1;3;5;7,advanced
C,maj7,"x,x,2,4,1,3",1;3;5;7,advanced
C,5,"x,1,3,x,x,x",1;5,beginner
C,5,"1,3,x,x,x,x",1;5,beginner
C,5,"x,1,3,4,x,x",1;5,beginner
C,5,"1,3,4,x,x,x",1;5,beginner
C,5,"1,1,3,x,x,x",1;5,beginner
C,5,"x,x,2,3,x,x",1;5,beginner
C,5,"x,x,1,3,4,x",1;5,beginner
C,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
C,7(#11),"x,1,3,1,x,x",1;3;5;b7;#11,advanced
C,7(#11),"x,x,x,1,3,2",1;3;5;b7;#11,advanced
C,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
C,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
C,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
C,m6,"2,x,1,3,4,x",1;b3;5;6,advanced
C,m6/9,"x,x,1,2,2,4",1;b3;5;6;9,advanced
C,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
C,7(b9),"3,2,4,1,x,x",1;3;5;b7;b9,advanced
C,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
C,7(b9),"x,2,1,3,1,4",1;3;5;b7;b9,advanced
C,7(b9),"3,x,1,4,2,x",1;3;5;b7;b9,advanced
C,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
C,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
C,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
C,m9,"x,x,2,1,4,3",1;b3;5;b7;9,advanced
C,13(b9),"x,x,1,2,4,3",1;3;5;b7;b9;11;13,advanced
C,sus4,"x,3,4,0,1,x",1;4;5,intermediate
C,sus4,"x,1,2,3,4,1",1;4;5,intermediate
C,sus4,"1,1,3,4,1,1",1;4;5,intermediate
C,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
C,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
C,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
C,6-Sep,"x,2,1,1,3,x",1;3;5;6;9,advanced
D,9(#5),"x,1,2,1,1,x",1;3;#5;b7;9,advanced
D,9(#5),"x,x,1,3,3,4",1;3;#5;b7;9,advanced
D,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
D,13,"3,x,4,2,1,1",1;3;5;b7;9;11;13,advanced
D,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
D,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
D,13,"x,1,3,1,1,4",1;3;5;b7;9;11;13,advanced
D,13,"x,2,1,3,0,4",1;3;5;b7;9;11;13,advanced
D,13,"x,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
D,13,"x,1,3,3,2,x",1;3;5;b7;9;11;13,advanced
D,13,"x,x,1,3,3,4",1;3;5;b7;9;11;13,advanced
D,13,"x,1,x,2,4,4",1;3;5;b7;9;11;13,advanced
D,13,"x,0,1,2,2,4",1;3;5;b7;9;11;13,advanced
D,13,"1,3,1,2,4,1",1;3;5;b7;9;11;13,advanced
D,13,"x,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
D,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
D,7(#9),"2,1,3,3,3,x",1;3;5;b7;#9,advanced
D,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
D,9,"x,0,x,2,1,0",1;3;5;b7;9,advanced
D,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
D,9,"x,1,3,2,4,0",1;3;5;b7;9,advanced
D,9,"2,x,0,3,1,0",1;3;5;b7;9,advanced
D,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
D,9,"x,2,x,1,3,0",1;3;5;b7;9,advanced
D,9,"x,1,3,1,1,1",1;3;5;b7;9,advanced
D,9,"x,x,1,3,2,1",1;3;5;b7;9,advanced
D,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
D,9,"2,x,1,3,3,3",1;3;5;b7;9,advanced
D,9b5,"x,x,0,1,2,0",1;3;b5;b7;9,advanced
D,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
D,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
D,maj13,"x,1,1,1,2,1",1;3;5;7;9;11;13,advanced
D,7,"x,0,0,2,1,3",1;3;5;b7,intermediate
D,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
D,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
D,7,"x,x,0,2,1,3",1;3;5;b7,intermediate
D,7,"x,4,0,1,3,2",1;3;5;b7,intermediate
D,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
D,7,"x,2,1,3,x,x",1;3;5;b7,beginner
D,7,"x,x,1,1,1,3",1;3;5;b7,intermediate
D,7,"x,x,3,2,4,1",1;3;5;b7,intermediate
D,7,"1,x,2,3,x,x",1;3;5;b7,beginner
D,7,"x,x,2,3,1,4",1;3;5;b7,intermediate
D,7,"1,x,2,4,3,x",1;3;5;b7,intermediate
D,7,"x,x,2,3,1,4",1;3;5;b7,intermediate
D,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
D,7,"2,x,1,1,1,x",1;3;5;b7,intermediate
D,7,"x,0,4,1,1,x",1;3;5;b7,intermediate
D,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
D,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
D,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
D,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
D,dim7,"2,x,1,3,1,x",1;b3;b5;bb7,advanced
D,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
D,aug,"x,3,2,1,1,x",1;3;#5,advanced
D,aug,"4,3,2,1,x,x",1;3;#5,advanced
D,aug,"x,x,4,2,3,1",1;3;#5,advanced
D,aug,"x,x,0,3,4,2",1;3;#5,advanced
D,maj,"x,0,0,1,3,2",1;3;5,intermediate
D,maj,"x,1,3,3,3,x",1;3;5,intermediate
D,maj,"1,3,4,2,1,1",1;3;5,intermediate
D,maj,"x,x,0,1,3,2",1;3;5,intermediate
D,maj,"x,4,3,1,2,1",1;3;5,intermediate
D,maj,"x,1,3,3,3,1",1;3;5,intermediate
D,maj,"x,0,3,1,2,1",1;3;5,intermediate
D,maj,"x,x,0,3,4,1",1;3;5,intermediate
D,maj,"x,4,3,1,2,x",1;3;5,intermediate
D,maj,"2,1,x,4,x,x",1;3;5,beginner
D,maj,"x,x,3,1,2,1",1;3;5,intermediate
D,maj,"x,x,1,1,1,x",1;3;5,beginner
D,maj,"x,0,3,1,x,x",1;3;5,beginner
D,maj,"x,x,1,1,1,4",1;3;5,intermediate
D,maj,"x,x,3,2,1,1",1;3;5,intermediate
D,maj,"x,2,1,x,x,x",1;3;5,beginner
D,11,"x,0,0,0,1,0",1;3;5;b7;9;11,advanced
D,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
D,11,"4,x,3,2,1,1",1;3;5;b7;9;11,advanced
D,maj9,"x,0,4,1,2,0",1;3;5;7;9,advanced
D,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
D,maj9,"x,0,4,1,2,1",1;3;5;7;9,advanced
D,maj9,"x,3,4,1,2,0",1;3;5;7;9,advanced
D,sus2,"x,x,0,1,3,0",1;2;5,intermediate
D,sus2,"x,0,0,1,3,0",1;2;5,intermediate
D,sus2,"x,1,3,4,1,1",1;2;5,intermediate
D,sus2,"1,1,3,4,1,1",1;2;5,intermediate
D,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
D,m11,"x,x,1,3,4,1",1;b3;5;b7;9;11,advanced
D,m11,"x,x,2,3,1,4",1;b3;5;b7;9;11,advanced
D,m11,"x,x,1,3,1,1",1;b3;5;b7;9;11,advanced
D,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
D,m11,"x,1,1,1,2,1",1;b3;5;b7;9;11,advanced
D,m11,"x,x,2,3,1,4",1;b3;5;b7;9;11,advanced
D,m11,"x,x,3,1,4,x",1;b3;5;b7;9;11,advanced
D,m11,"x,2,1,3,1,1",1;b3;5;b7;9;11,advanced
D,m11,"x,0,2,0,3,0",1;b3;5;b7;9;11,advanced
D,m11,"2,x,3,4,1,1",1;b3;5;b7;9;11,advanced
D,m13,"x,1,3,1,2,4",1;b3;5;b7;9;11;13,advanced
D,m,"x,0,0,2,3,1",1;b3;5,intermediate
D,m,"x,1,3,4,2,1",1;b3;5,intermediate
D,m,"1,3,4,1,1,1",1;b3;5,intermediate
D,m,"x,x,0,2,3,1",1;b3;5,intermediate
D,m,"2,x,x,3,x,x",1;b3;5,beginner
D,m,"x,x,x,x,1,4",1;b3;5,beginner
D,m,"x,x,3,4,2,1",1;b3;5,intermediate
D,m,"1,x,0,2,4,x",1;b3;5,intermediate
D,m,"x,x,3,4,2,x",1;b3;5,beginner
D,m,"x,x,3,1,1,1",1;b3;5,intermediate
D,m,"1,3,x,1,x,1",1;b3;5,intermediate
D,m,"x,x,0,1,1,1",1;b3;5,intermediate
D,m,"x,3,0,1,x,1",1;b3;5,intermediate
D,m,"x,1,3,4,2,x",1;b3;5,intermediate
D,m,"x,1,x,3,2,1",1;b3;5,intermediate
D,m,"x,0,2,x,3,x",1;b3;5,beginner
D,m,"x,4,2,1,x,x",1;b3;5,beginner
D,m,"x,x,x,3,2,1",1;b3;5,beginner
D,m,"x,x,0,3,2,1",1;b3;5,intermediate
D,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
D,7b5,"x,x,2,4,1,3",1;3;b5;b7,advanced
D,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
D,m7,"x,0,0,2,1,1",1;b3;5;b7,advanced
D,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
D,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
D,m7,"x,x,0,2,1,1",1;b3;5;b7,advanced
D,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
D,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
D,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
D,m7,"x,2,1,3,x,x",1;b3;5;b7,intermediate
D,m7,"x,1,x,2,3,x",1;b3;5;b7,intermediate
D,m7,"x,x,1,3,1,4",1;b3;5;b7,advanced
D,m7,"x,x,1,1,1,1",1;b3;5;b7,advanced
D,m7,"x,x,0,1,3,2",1;b3;5;b7,advanced
D,m7,"x,1,3,1,2,4",1;b3;5;b7,advanced
D,m7,"x,x,3,1,2,x",1;b3;5;b7,intermediate
D,m(maj7),"x,x,0,2,3,1",1;b3;5;7,advanced
D,m(maj7),"x,x,3,1,2,x",1;b3;5;7,advanced
D,dim,"x,1,2,4,3,x",1;b3;b5,intermediate
D,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
D,dim,"1,2,3,1,x,x",1;b3;b5,intermediate
D,dim,"x,x,3,1,4,x",1;b3;b5,beginner
D,dim,"x,3,1,2,1,x",1;b3;b5,intermediate
D,6,"x,0,0,1,0,2",1;3;5;6,intermediate
D,6,"x,1,3,3,3,3",1;3;5;6,intermediate
D,6,"1,x,3,2,4,1",1;3;5;6,intermediate
D,6,"x,x,0,2,0,3",1;3;5;6,intermediate
D,6,"x,x,3,2,4,1",1;3;5;6,intermediate
D,6,"x,4,2,3,1,x",1;3;5;6,intermediate
D,6,"x,x,0,3,x,x",1;3;5;6,beginner
D,6,"x,x,x,2,3,4",1;3;5;6,beginner
D,6,"x,1,4,x,x,x",1;3;5;6,beginner
D,6,"x,x,3,3,3,3",1;3;5;6,intermediate
D,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
D,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
D,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
D,7(#5),"x,x,1,2,3,1",1;3;#5;b7,advanced
D,7(#5),"1,x,2,3,4,x",1;3;#5;b7,advanced
D,7sus4,"x,0,0,2,1,3",1;4;5;b7,advanced
D,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
D,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
D,maj7,"x,0,0,1,1,1",1;3;5;7,advanced
D,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
D,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
D,maj7,"x,x,0,1,1,1",1;3;5;7,advanced
D,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
D,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
D,maj7,"x,2,1,4,x,x",1;3;5;7,intermediate
D,5,"x,1,3,x,x,x",1;5,beginner
D,5,"1,3,x,x,x,x",1;5,beginner
D,5,"x,1,3,4,x,x",1;5,beginner
D,5,"x,x,0,1,3,x",1;5,beginner
D,5,"x,x,x,x,1,3",1;5,beginner
D,5,"1,3,4,x,x,x",1;5,beginner
D,5,"x,x,3,4,x,x",1;5,beginner
D,5,"x,x,0,1,3,4",1;5,intermediate
D,5,"x,4,x,1,2,x",1;5,beginner
D,5,"x,x,0,1,x,x",1;5,beginner
D,5,"x,0,0,1,3,x",1;5,intermediate
D,7(#11),"x,1,3,1,x,x",1;3;5;b7;#11,advanced
D,7(#11),"x,x,x,1,3,2",1;3;5;b7;#11,advanced
D,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
D,m6,"x,0,0,2,0,1",1;b3;5;6,advanced
D,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
D,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
D,m6,"x,x,0,2,0,1",1;b3;5;6,advanced
D,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
D,m6,"x,3,1,2,4,x",1;b3;5;6,advanced
D,m6,"2,x,1,3,3,3",1;b3;5;6,advanced
D,m6,"1,4,3,1,1,1",1;b3;5;6,advanced
D,m6,"x,x,1,3,1,2",1;b3;5;6,advanced
D,m6,"x,3,1,2,1,4",1;b3;5;6,advanced
D,m6,"x,x,3,1,2,x",1;b3;5;6,intermediate
D,m6/9,"x,3,1,2,4,x",1;b3;5;6;9,advanced
D,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
D,7(b9),"3,2,4,1,x,x",1;3;5;b7;b9,advanced
D,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
D,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
D,7(b9),"x,2,1,3,1,4",1;3;5;b7;b9,advanced
D,7(b9),"2,x,1,3,1,x",1;3;5;b7;b9,advanced
D,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
D,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
D,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
D,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
D,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
D,m9,"x,0,x,2,1,0",1;b3;5;b7;9,advanced
D,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
D,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
D,m9,"x,x,1,3,3,3",1;b3;5;b7;9,advanced
D,m9,"x,x,1,1,1,3",1;b3;5;b7;9,advanced
D,m9,"x,x,2,4,1,3",1;b3;5;b7;9,advanced
D,13(b9),"x,2,1,3,1,4",1;3;5;b7;b9;11;13,advanced
D,13(b9),"3,x,4,2,1,1",1;3;5;b7;b9;11;13,advanced
D,sus4,"x,0,0,1,3,4",1;4;5,intermediate
D,sus4,"x,1,2,3,4,1",1;4;5,intermediate
D,sus4,"1,1,3,4,1,1",1;4;5,intermediate
D,sus4,"x,x,0,1,3,4",1;4;5,intermediate
D,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
D,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
D,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
D,6-Sep,"1,3,4,2,0,0",1;3;5;6;9,advanced
D,6-Sep,"x,1,3,4,0,0",1;3;5;6;9,advanced
D,6-Sep,"x,1,x,2,3,0",1;3;5;6;9,advanced
D,6-Sep,"x,x,0,2,0,0",1;3;5;6;9,advanced
D,6-Sep,"x,2,3,1,0,0",1;3;5;6;9,advanced
D,6-Sep,"2,x,0,3,0,0",1;3;5;6;9,advanced
E,13,"0,x,0,1,2,3",1;3;5;b7;9;11;13,advanced
E,13,"0,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
E,13,"0,x,4,3,1,1",1;3;5;b7;9;11;13,advanced
E,13,"0,2,0,1,3,0",1;3;5;b7;9;11;13,advanced
E,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
E,13,"x,1,3,4,2,x",1;3;5;b7;9;11;13,advanced
E,13,"x,x,1,3,3,4",1;3;5;b7;9;11;13,advanced
E,13,"0,1,3,4,2,x",1;3;5;b7;9;11;13,advanced
E,7(#9),"0,x,2,1,3,4",1;3;5;b7;#9,advanced
E,7(#9),"0,2,1,3,4,0",1;3;5;b7;#9,advanced
E,7(#9),"0,1,3,3,3,0",1;3;5;b7;#9,advanced
E,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
E,7(#9),"0,x,x,x,3,4",1;3;5;b7;#9,advanced
E,7(#9),"x,x,2,1,4,4",1;3;5;b7;#9,advanced
E,7(#9),"0,2,1,3,4,x",1;3;5;b7;#9,advanced
E,9,"0,2,0,1,4,3",1;3;5;b7;9,advanced
E,9,"0,2,1,3,4,0",1;3;5;b7;9,advanced
E,9,"0,1,3,2,4,0",1;3;5;b7;9,advanced
E,9b5,"0,x,1,2,3,1",1;3;b5;b7;9,advanced
E,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
E,9b5,"0,1,2,1,1,3",1;3;b5;b7;9,advanced
E,7,"0,2,0,1,4,0",1;3;5;b7,intermediate
E,7,"0,3,2,4,1,0",1;3;5;b7,intermediate
E,7,"0,1,3,1,4,1",1;3;5;b7,intermediate
E,7,"0,2,0,1,0,0",1;3;5;b7,intermediate
E,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
E,7,"0,2,3,1,4,0",1;3;5;b7,intermediate
E,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
E,7,"0,2,1,3,0,4",1;3;5;b7,intermediate
E,7,"x,x,1,1,1,2",1;3;5;b7,intermediate
E,7,"x,x,x,2,1,3",1;3;5;b7,beginner
E,7,"x,2,1,3,x,x",1;3;5;b7,beginner
E,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
E,7,"0,x,1,3,x,x",1;3;5;b7,beginner
E,7,"x,2,0,1,4,0",1;3;5;b7,intermediate
E,7,"0,4,x,x,x,x",1;3;5;b7,beginner
E,7,"x,x,2,1,4,0",1;3;5;b7,intermediate
E,7,"x,x,x,1,1,2",1;3;5;b7,beginner
E,7,"x,1,x,2,4,0",1;3;5;b7,intermediate
E,7,"x,1,x,1,3,1",1;3;5;b7,intermediate
E,7,"x,2,1,3,x,4",1;3;5;b7,intermediate
E,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
E,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
E,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
E,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
E,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
E,dim7,"x,x,x,2,1,3",1;b3;b5;bb7,intermediate
E,dim7,"x,3,1,2,x,x",1;b3;b5;bb7,intermediate
E,dim7,"0,x,1,3,2,4",1;b3;b5;bb7,advanced
E,dim7,"0,x,x,2,1,3",1;b3;b5;bb7,advanced
E,aug,"x,3,2,1,1,x",1;3;#5,advanced
E,aug,"4,3,2,1,x,x",1;3;#5,advanced
E,aug,"0,x,4,2,3,1",1;3;#5,advanced
E,aug,"x,3,2,1,1,x",1;3;#5,advanced
E,aug,"0,3,2,1,1,x",1;3;#5,advanced
E,m(maj9),"0,4,3,2,1,1",1;b3;5;7;9,advanced
E,maj,"0,2,3,1,0,0",1;3;5,intermediate
E,maj,"0,4,3,1,2,1",1;3;5,intermediate
E,maj,"0,1,3,3,3,x",1;3;5,intermediate
E,maj,"1,4,3,1,2,1",1;3;5,intermediate
E,maj,"x,x,x,1,3,2",1;3;5,beginner
E,maj,"x,1,2,3,4,1",1;3;5,intermediate
E,maj,"x,1,3,3,3,x",1;3;5,intermediate
E,maj,"0,2,3,1,x,x",1;3;5,intermediate
E,maj,"x,4,3,1,2,1",1;3;5,intermediate
E,maj,"1,3,4,2,1,1",1;3;5,intermediate
E,maj,"x,x,1,1,1,x",1;3;5,beginner
E,maj,"x,x,x,3,4,1",1;3;5,beginner
E,maj,"x,x,1,1,1,4",1;3;5,intermediate
E,maj,"x,2,1,x,x,x",1;3;5,beginner
E,maj,"x,x,1,2,4,3",1;3;5,intermediate
E,maj,"x,x,2,1,0,0",1;3;5,intermediate
E,maj,"x,2,3,1,0,0",1;3;5,intermediate
E,maj,"0,x,x,1,3,2",1;3;5,intermediate
E,maj,"x,x,x,2,1,1",1;3;5,beginner
E,maj,"4,2,3,1,0,0",1;3;5,intermediate
E,maj,"1,4,x,x,x,x",1;3;5,beginner
E,11,"0,1,1,1,2,1",1;3;5;b7;9;11,advanced
E,11,"0,1,1,1,1,1",1;3;5;b7;9;11,advanced
E,11,"0,x,3,2,1,0",1;3;5;b7;9;11,advanced
E,maj9,"0,3,1,2,0,4",1;3;5;7;9,advanced
E,maj9,"0,4,1,1,1,1",1;3;5;7;9,advanced
E,maj9,"0,2,1,4,3,0",1;3;5;7;9,advanced
E,maj9,"0,2,1,4,3,x",1;3;5;7;9,advanced
E,maj9,"0,3,4,2,0,0",1;3;5;7;9,advanced
E,sus2,"x,x,1,3,4,1",1;2;5,intermediate
E,sus2,"0,1,1,3,4,1",1;2;5,intermediate
E,sus2,"1,1,3,4,1,1",1;2;5,intermediate
E,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
E,m11,"x,1,1,1,2,x",1;b3;5;b7;9;11,advanced
E,m11,"x,1,1,1,1,x",1;b3;5;b7;9;11,advanced
E,m11,"x,2,x,3,4,1",1;b3;5;b7;9;11,advanced
E,m11,"0,1,1,1,2,1",1;b3;5;b7;9;11,advanced
E,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
E,m11,"0,x,2,3,1,4",1;b3;5;b7;9;11,advanced
